,Entity,Year,Fossil fuels (% equivalent primary energy),Transport_x,Agriculture,Land-use change and forestry,Waste,Industry,Manufacturing and construction,Transport_y,Electricity and heat,Buildings,Fugitive emissions,Other fuel combustion,Aviation and shipping,Renewables (% equivalent primary energy),Fossil fuels (% electricity),Renewables (% electricity)
733,France,2013,51.513671875,126419998.16894533,75650001.5258789,-61099998.47412109,17420000.076293945,27440000.534057617,49450000.76293945,129559997.55859376,63979999.54223633,82319999.69482422,2140000.104904175,13310000.4196167,23209999.084472656,10.459434509277344,9.272937774658203,17.284557342529297
734,France,2014,48.89509201049805,126569999.69482422,76069999.69482422,-61090000.15258789,16860000.610351562,27079999.92370605,46819999.69482422,129770004.27246094,49889999.38964844,66269996.643066406,1830000.042915344,13170000.076293943,22260000.22888184,10.45927906036377,6.3171162605285645,16.698057174682617
735,France,2015,49.59907913208008,127800003.0517578,76819999.69482422,-61099998.47412109,15979999.542236328,26819999.69482422,45250000.0,131039993.2861328,52970001.220703125,69459999.08447266,1950000.047683716,12920000.076293943,22510000.22888184,10.147398948669434,7.810317516326904,16.09547233581543
736,France,2016,51.51011276245117,128330001.83105467,75059997.55859375,-61979999.54223633,14960000.038146973,27010000.22888184,47150001.525878906,131580001.83105467,53740001.6784668,70459999.08447266,2079999.9237060547,11569999.69482422,21950000.762939453,10.97524642944336,10.148599624633787,17.804048538208008
737,France,2017,52.44170379638672,128880004.8828125,75269996.6430664,-61919998.16894531,14869999.885559082,25520000.457763672,42150001.525878906,132179992.67578124,62630001.068115234,70239997.86376953,2039999.9618530276,11270000.457763672,22520000.457763672,10.437264442443848,11.74888801574707,16.776702880859375
738,France,2018,50.30599212646485,125989997.86376952,74319999.69482422,-61979999.54223633,14779999.732971191,24350000.381469727,41310001.373291016,129240005.49316406,59380001.068115234,65959999.084472656,1970000.0286102293,11420000.076293943,23840000.15258789,12.132494926452637,8.583826065063477,19.75800323486328
739,France,2019,50.67374038696289,125690002.44140624,73550003.05175781,-61930000.30517578,14689999.5803833,23129999.1607666,39439998.62670898,128979995.72753906,56470001.220703125,64239997.86376953,2009999.9904632568,11529999.732971191,23930000.30517578,12.384904861450195,9.50528621673584,20.1004581451416
740,Germany,1990,88.34209442138672,158600006.10351562,86379997.25341797,-50930000.30517578,38310001.373291016,46450000.76293945,156779998.77929688,163210006.7138672,413559997.55859375,202070007.32421875,4889999.866485596,16440000.534057615,21450000.762939453,1.336940050125122,65.17548370361328,3.426440477371216
741,Germany,1991,88.5044937133789,161479995.72753906,81360000.61035156,-50930000.30517578,39659999.84741211,44900001.525878906,134080001.83105467,166149993.89648438,411109985.3515625,198949996.9482422,6199999.809265137,18350000.381469727,19500000.0,1.2709577083587646,66.49118041992188,3.232375144958496
742,Germany,1992,87.2408447265625,164059997.55859375,73959999.08447266,-50930000.30517578,40209999.084472656,47860000.61035156,125190002.44140624,168740005.49316406,394429992.6757813,182770004.2724609,5780000.20980835,16440000.534057615,19299999.237060547,1.5204551219940186,63.66069030761719,3.8044044971466064
743,Germany,1993,87.5043716430664,168669998.1689453,71639999.38964844,-50930000.30517578,40000000.0,47740001.6784668,117900001.5258789,173429992.67578125,386089996.3378906,191009994.50683597,5829999.923706055,13239999.771118164,21510000.22888184,1.583544135093689,63.85667419433594,4.02680253982544
744,Germany,1994,87.41024780273438,166039993.2861328,72019996.6430664,-50939998.62670898,39130001.068115234,50889999.38964844,118279998.77929688,170649993.89648438,386630004.8828125,178699996.9482422,6690000.057220459,14319999.69482422,22360000.61035156,1.7396334409713743,63.75017547607422,4.354842662811279
745,Germany,1995,87.1099624633789,167929992.67578125,71910003.66210938,-50939998.62670898,38069999.69482422,49020000.45776367,116970001.22070312,172589996.33789062,381059997.55859375,179979995.72753906,8149999.618530273,15229999.542236328,22420000.076293945,1.889189839363098,63.31719970703125,4.677536964416504
746,Germany,1996,87.1486587524414,169050003.0517578,71500000.0,-50959999.084472656,36549999.23706055,49919998.16894531,110830001.83105467,173740005.49316406,391750000.0,201720001.22070312,8649999.618530273,18469999.31335449,22700000.762939453,1.6823945045471191,63.45515823364258,4.161442279815674
747,Germany,1997,86.2723388671875,169800003.0517578,71599998.4741211,-50970001.220703125,33549999.237060547,47790000.915527344,108500000.0,174500000.0,375809997.55859375,187169998.1689453,8430000.305175781,18579999.92370605,23780000.686645508,1.8035167455673216,61.61655426025391,4.38619327545166
748,Germany,1998,86.62186431884766,172809997.55859375,70599998.4741211,-51020000.45776367,31409999.84741211,35750000.0,106279998.77929688,177539993.2861328,375820007.3242188,178880004.8828125,8750000.0,17899999.618530273,24059999.465942383,1.9705649614334104,62.85612869262695,4.70624589920044
749,Germany,1999,85.60182189941406,177660003.66210938,70800003.05175781,-51020000.45776367,29700000.762939453,31450000.762939453,101949996.9482422,182470001.22070312,360660003.6621094,166919998.1689453,8920000.076293945,12210000.038146973,25270000.457763672,2.227585792541504,60.60890579223633,5.24410343170166
750,Germany,2000,85.04573822021484,173470001.22070312,68599998.4741211,-51110000.61035156,28049999.237060547,30670000.076293945,102989997.86376952,178160003.66210938,365660003.6621094,163490005.49316406,8670000.076293945,11210000.038146973,26549999.237060547,2.88711166381836,60.10928726196289,6.557377338409424
751,Germany,2001,85.1723403930664,169539993.2861328,68160003.66210938,-18110000.61035156,26379999.1607666,32169998.168945312,96680000.30517578,174130004.8828125,378920013.4277344,179679992.67578125,8819999.694824219,11329999.923706057,25809999.465942383,2.94116759300232,60.49641799926758,6.649832248687744
752,Germany,2002,84.95244598388672,167119995.1171875,66959999.084472656,-18170000.076293945,24870000.8392334,32509998.321533203,96080001.83105467,171669998.1689453,380429992.6757813,167460006.7138672,8810000.4196167,11350000.381469728,26290000.915527344,3.5386319160461426,60.95264053344727,7.8577094078063965
753,Germany,2003,84.90415954589844,164039993.2861328,65680000.30517578,-18239999.771118164,23350000.381469727,33509998.321533203,98930000.30517578,168460006.7138672,385959991.4550781,175679992.67578125,8729999.542236328,1090000.033378601,27489999.771118164,3.641989707946777,62.00214385986328,7.665836334228516
754,Germany,2004,83.96259307861328,163990005.49316406,64720001.220703125,-18329999.92370605,21889999.38964844,35950000.76293945,97440002.44140624,168410003.66210938,381250000.0,165919998.1689453,8289999.961853027,1029999.9713897704,29440000.534057617,4.516597747802734,60.255985260009766,9.38525104522705
755,Germany,2005,83.486328125,155630004.8828125,64269996.643066406,-18319999.69482422,20440000.534057617,33520000.457763672,95150001.5258789,160000000.0,377649993.8964844,162429992.67578125,8350000.381469727,1129999.9952316284,30590000.15258789,5.208419322967529,59.78841400146485,10.188671112060549
756,Germany,2006,82.7252426147461,153479995.72753906,61990001.6784668,-18329999.92370605,18770000.457763672,33680000.30517578,97059997.55859376,158029998.77929688,381450012.2070313,171389999.38964844,8489999.771118164,870000.0047683716,32069999.69482422,6.026304721832275,58.55146789550781,11.345316886901855
757,Germany,2007,82.55218505859375,148380004.8828125,63169998.16894531,-18319999.69482422,17399999.618530273,37380001.068115234,96480003.3569336,152869995.1171875,394589996.3378906,132509994.50683594,8260000.228881836,629999.9952316284,34580001.83105469,7.653833389282227,60.00099182128906,13.959455490112305
758,Germany,2008,81.98632049560547,148889999.38964844,62939998.62670898,-18329999.92370605,16170000.076293943,34799999.23706055,100279998.77929688,153229995.72753906,373010009.765625,157240005.49316406,7920000.076293945,569999.9928474426,34639999.38964844,7.817628383636475,58.23553085327149,14.726137161254885
759,Germany,2009,81.75202178955078,147059997.55859375,62919998.16894531,-18329999.92370605,14930000.30517578,34209999.084472656,87279998.77929688,151279998.77929688,345000000.0,145990005.49316406,7510000.228881836,569999.9928474426,33189998.626708984,8.454279899597168,57.67018127441406,16.124605178833008
760,Germany,2010,81.47663879394531,148119995.1171875,63360000.61035156,-18340000.15258789,13810000.4196167,26270000.457763672,98819999.69482422,152380004.8828125,363660003.6621094,153410003.66210938,7099999.904632568,1360000.0143051147,33029998.779296875,8.792469024658203,56.9398307800293,16.66207504272461
761,Germany,2011,81.73019409179688,149940002.44140625,62020000.45776367,-29209999.084472656,12939999.5803833,27180000.30517578,97669998.16894533,154210006.7138672,356239990.234375,131919998.16894533,6840000.152587891,1440000.057220459,31979999.542236328,10.566965103149414,57.946388244628906,20.301071166992188
762,Germany,2012,81.14388275146484,148509994.50683594,62299999.23706055,-29209999.084472656,12109999.656677246,26850000.381469727,94720001.22070312,152729995.72753906,367250000.0,139910003.66210938,6539999.961853027,1269999.9809265137,32950000.762939453,11.899699211120604,57.328155517578125,22.80201911926269
763,Germany,2013,81.35940551757812,152369995.1171875,63099998.47412109,-29209999.084472656,11340000.15258789,26069999.69482422,94279998.77929688,156580001.8310547,371859985.3515625,150639999.38964844,4940000.057220459,1210000.038146973,32659999.84741211,12.063335418701172,56.81109237670898,23.82969284057617
764,Germany,2014,79.91162872314453,154570007.32421875,64519996.643066406,-29229999.542236328,10680000.30517578,26520000.457763672,91720001.22070312,158850006.10351562,352339996.3378906,129070007.32421876,4199999.809265137,1289999.961853027,31670000.076293945,13.278846740722656,54.43074035644531,25.73727798461914
765,Germany,2015,78.89893341064453,157589996.33789062,63330001.83105469,-29239999.771118164,10069999.69482422,26379999.1607666,95599998.4741211,161860000.61035156,348309997.5585937,132970001.22070312,4210000.038146973,1149999.976158142,31979999.542236328,14.823543548583984,52.58818435668945,28.980131149291992
766,Germany,2016,79.7315902709961,161020004.27246094,62290000.915527344,-29469999.31335449,9479999.542236328,26149999.618530277,93720001.22070312,165350006.10351562,347970001.2207031,136339996.33789062,4480000.019073486,1149999.976158142,35130001.068115234,14.607312202453612,53.69634246826172,29.0390682220459
767,Germany,2017,78.79359436035156,163490005.49316406,60939998.62670898,-29469999.31335449,9060000.4196167,26120000.8392334,95639999.38964844,167860000.61035156,329670013.4277344,134779998.77929688,4719999.79019165,899999.9761581421,36200000.76293945,16.196212768554688,51.080379486083984,32.976715087890625
768,Germany,2018,77.8274917602539,158039993.2861328,58299999.23706055,-29479999.542236328,8630000.114440918,25159999.84741211,98879997.25341795,162289993.2861328,312220001.2207031,123790000.91552734,4429999.828338623,7260000.228881836,35209999.084472656,17.084951400756836,49.175880432128906,34.68972396850586
769,Germany,2019,76.09285736083984,160429992.67578125,58720001.220703125,-29479999.542236328,8199999.809265137,24450000.762939453,94050003.0517578,164720001.22070312,263440002.44140625,124379997.25341795,4449999.809265137,7300000.190734863,33900001.525878906,18.7683048248291,43.85560989379883,39.59035873413086
770,Greece,1990,98.17729949951172,15060000.4196167,10079999.923706057,-899999.9761581421,4860000.133514404,8340000.152587891,9699999.809265137,15439999.5803833,37250000.0,5449999.809265137,1169999.9570846558,2930000.066757202,10579999.923706057,1.8226951360702517,94.30621337890624,5.059566497802734
771,Greece,1991,96.85414123535156,15880000.114440918,9909999.84741211,-899999.9761581421,4840000.152587891,8329999.923706055,9590000.15258789,16270000.457763672,36490001.6784668,5610000.133514404,1179999.9475479126,3069999.933242798,9600000.381469728,3.145860433578491,91.1400909423828,8.658866882324219
772,Greece,1992,97.79478454589844,16280000.686645508,9680000.30517578,-899999.9761581421,4940000.057220459,8260000.228881836,9229999.542236328,16680000.30517578,39029998.77929688,5469999.79019165,1230000.0190734863,2849999.9046325684,10810000.4196167,2.2052266597747803,93.58460998535156,5.912857055664063
773,Greece,1993,97.70738983154295,16489999.771118164,9319999.69482422,-899999.9761581421,4989999.771118164,9039999.961853027,9029999.732971191,16899999.618530273,39060001.373291016,5400000.095367432,1220000.0286102295,2769999.9809265137,12380000.114440918,2.2926175594329834,93.23887634277344,6.068340301513672
774,Greece,1994,97.44872283935548,16590000.15258789,9479999.542236328,-899999.9761581421,5139999.866485596,9689999.5803833,8949999.809265137,17000000.0,40590000.15258789,5449999.809265137,1259999.9904632568,2779999.9713897705,13399999.618530272,2.5512795448303223,92.92765045166016,6.491395950317383
775,Greece,1995,96.6732406616211,16709999.084472656,9319999.69482422,-899999.9761581421,5150000.095367432,11569999.69482422,9689999.5803833,17129999.1607666,42319999.69482422,5719999.79019165,1279999.9713897705,2589999.9141693115,14020000.457763672,3.3267502784729004,90.8281478881836,8.577410697937012
776,Greece,1996,96.00872039794922,17190000.534057617,9539999.961853027,-889999.9856948853,5250000.0,12359999.656677246,10380000.114440918,17629999.1607666,39169998.16894531,7559999.942779541,1330000.0429153442,2650000.095367432,12539999.961853027,3.99127197265625,89.36250305175781,10.301477432250977
777,Greece,1997,96.53089904785156,17780000.686645508,9340000.15258789,-889999.9856948853,5210000.038146973,12689999.5803833,10489999.771118164,18229999.542236328,39169998.16894531,7840000.152587891,1309999.942779541,2630000.114440918,12489999.771118164,3.4691076278686523,90.49534606933594,9.008159637451172
778,Greece,1998,96.84117126464844,19420000.076293945,9239999.771118164,-699999.988079071,5400000.095367432,13149999.618530272,10449999.809265137,19899999.618530277,40610000.61035156,8189999.580383301,1370000.0047683716,2640000.104904175,13739999.771118164,3.15884017944336,91.51935577392578,8.180621147155762
